@sr_takweny,0
um olá do cota que está a cuscar os meus tweets :)),0
i laugh way too hard at my tweets omg,0
new day  new tweets  new stats. 155 followers  86 unfollowers. via good old http://t.co/c58hopdezs,0
rt @vinit_mittal: trust no one...lmao https://t.co/fi8cjxca2p,0
rt @angiladasauce: ⊜@jellayjay: anxhela's tweets are about me  surprise bitches. 🎉⊝ true! the beans have been spilled,0
3 tweets retwitteados y un total de 3 rts [últimas 24h] #tuitutil http://t.co/x4tj1nndby,0
first game only in this year world cup crossed the tweets about all world cup tweets in 2010 @skalifowitz #smsummit2014,0
how gay are my old tweets jesus,0
this fuck got tooo excited .... http://t.co/1gird4zera,0
borrando tweets.,0
"another angle. ""@argent__: haa ""@hoodedhermes: btw.. the real question is.. how hot is the girl that made you mcm?""""",0
@coldsnow1318 got a lot meh? mostly my tweets in english leh. want stalk me just ask me directly lah. lol,0
people be tryna correct ppl tweets but got fs in english lol sumden aint right....,0
rt @katyperry: i'm so excited to play 🇺🇸 i might pass out 😳 #theprismaticworldtour,0
